"id","tourn_id","date","teamA","scoreA","scoreB","teamB","et","sc","w","l","d","dA","dB"
"qualifier","wc_1966","1965-04-24  ","Germany",5,0,"Cyprus",0,"0","Germany","Cyprus",FALSE,NA,NA
"qualifier","wc_1966","1965-05-05  ","Sweden",3,0,"Cyprus",0,"0","Sweden","Cyprus",FALSE,NA,NA
"qualifier","wc_1966","1965-09-26  ","Sweden",1,2,"Germany",0,"0","Germany","Sweden",FALSE,NA,NA
"qualifier","wc_1966","1965-11-07  ","Cyprus",0,5,"Sweden",0,"0","Sweden","Cyprus",FALSE,NA,NA
"qualifier","wc_1966","1965-11-14  ","Cyprus",0,6,"Germany",0,"0","Germany","Cyprus",FALSE,NA,NA
"qualifier","wc_1966","1964-09-20  ","Serbia/Yugoslavia",3,1,"Luxembourg",0,"0","Serbia/Yugoslavia","Luxembourg",FALSE,NA,NA
"qualifier","wc_1966","1964-10-04  ","Luxembourg",0,2,"France",0,"0","France","Luxembourg",FALSE,NA,NA
"qualifier","wc_1966","1964-11-08  ","Luxembourg",0,2,"Norway",0,"0","Norway","Luxembourg",FALSE,NA,NA
"qualifier","wc_1966","1964-11-11  ","France",1,0,"Norway",0,"0","France","Norway",FALSE,NA,NA
"qualifier","wc_1966","1965-04-18  ","Serbia/Yugoslavia",1,0,"France",0,"0","Serbia/Yugoslavia","France",FALSE,NA,NA
"qualifier","wc_1966","1965-05-27  ","Norway",4,2,"Luxembourg",0,"0","Norway","Luxembourg",FALSE,NA,NA
"qualifier","wc_1966","1965-06-16  ","Norway",3,0,"Serbia/Yugoslavia",0,"0","Norway","Serbia/Yugoslavia",FALSE,NA,NA
"qualifier","wc_1966","1965-09-15  ","Norway",0,1,"France",0,"0","France","Norway",FALSE,NA,NA
"qualifier","wc_1966","1965-09-19  ","Luxembourg",2,5,"Serbia/Yugoslavia",0,"0","Serbia/Yugoslavia","Luxembourg",FALSE,NA,NA
"qualifier","wc_1966","1965-10-09  ","France",1,0,"Serbia/Yugoslavia",0,"0","France","Serbia/Yugoslavia",FALSE,NA,NA
"qualifier","wc_1966","1965-11-06  ","France",4,1,"Luxembourg",0,"0","France","Luxembourg",FALSE,NA,NA
"qualifier","wc_1966","1965-11-07  ","Serbia/Yugoslavia",1,1,"Norway",0,"0","Draw","Draw",TRUE,"Serbia/Yugoslavia","Norway"
"qualifier","wc_1966","1965-01-24  ","Portugal",5,1,"Turkey",0,"0","Portugal","Turkey",FALSE,NA,NA
"qualifier","wc_1966","1965-04-19  ","Turkey",0,1,"Portugal",0,"0","Portugal","Turkey",FALSE,NA,NA
"qualifier","wc_1966","1965-04-25  ","Czech Republic/CSFR",0,1,"Portugal",0,"0","Portugal","Czech Republic/CSFR",FALSE,NA,NA
"qualifier","wc_1966","1965-05-02  ","Romania",3,0,"Turkey",0,"0","Romania","Turkey",FALSE,NA,NA
"qualifier","wc_1966","1965-05-30  ","Romania",1,0,"Czech Republic/CSFR",0,"0","Romania","Czech Republic/CSFR",FALSE,NA,NA
"qualifier","wc_1966","1965-06-13  ","Portugal",2,1,"Romania",0,"0","Portugal","Romania",FALSE,NA,NA
"qualifier","wc_1966","1965-09-19  ","Czech Republic/CSFR",3,1,"Romania",0,"0","Czech Republic/CSFR","Romania",FALSE,NA,NA
"qualifier","wc_1966","1965-10-09  ","Turkey",0,6,"Czech Republic/CSFR",0,"0","Czech Republic/CSFR","Turkey",FALSE,NA,NA
"qualifier","wc_1966","1965-10-23  ","Turkey",2,1,"Romania",0,"0","Turkey","Romania",FALSE,NA,NA
"qualifier","wc_1966","1965-10-31  ","Portugal",0,0,"Czech Republic/CSFR",0,"0","Draw","Draw",TRUE,"Portugal","Czech Republic/CSFR"
"qualifier","wc_1966","1965-11-21  ","Czech Republic/CSFR",3,1,"Turkey",0,"0","Czech Republic/CSFR","Turkey",FALSE,NA,NA
"qualifier","wc_1966","1965-11-21  ","Romania",2,0,"Portugal",0,"0","Romania","Portugal",FALSE,NA,NA
"qualifier","wc_1966","1964-05-24  ","Netherlands",2,0,"Albania",0,"0","Netherlands","Albania",FALSE,NA,NA
"qualifier","wc_1966","1964-10-14  ","Northern Ireland",1,0,"Switzerland",0,"0","Northern Ireland","Switzerland",FALSE,NA,NA
"qualifier","wc_1966","1964-10-25  ","Albania",0,2,"Netherlands",0,"0","Netherlands","Albania",FALSE,NA,NA
"qualifier","wc_1966","1964-11-14  ","Switzerland",2,1,"Northern Ireland",0,"0","Switzerland","Northern Ireland",FALSE,NA,NA
"qualifier","wc_1966","1965-03-17  ","Northern Ireland",2,1,"Netherlands",0,"0","Northern Ireland","Netherlands",FALSE,NA,NA
"qualifier","wc_1966","1965-04-07  ","Netherlands",0,0,"Northern Ireland",0,"0","Draw","Draw",TRUE,"Netherlands","Northern Ireland"
"qualifier","wc_1966","1965-04-11  ","Albania",0,2,"Switzerland",0,"0","Switzerland","Albania",FALSE,NA,NA
"qualifier","wc_1966","1965-05-02  ","Switzerland",1,0,"Albania",0,"0","Switzerland","Albania",FALSE,NA,NA
"qualifier","wc_1966","1965-05-07  ","Northern Ireland",4,1,"Albania",0,"0","Northern Ireland","Albania",FALSE,NA,NA
"qualifier","wc_1966","1965-10-17  ","Netherlands",0,0,"Switzerland",0,"0","Draw","Draw",TRUE,"Netherlands","Switzerland"
"qualifier","wc_1966","1965-11-14  ","Switzerland",2,1,"Netherlands",0,"0","Switzerland","Netherlands",FALSE,NA,NA
"qualifier","wc_1966","1965-11-24  ","Albania",1,1,"Northern Ireland",0,"0","Draw","Draw",TRUE,"Albania","Northern Ireland"
"qualifier","wc_1966","1965-04-25  ","Austria",1,1,"German Dem. Rep. (East Germany)",0,"0","Draw","Draw",TRUE,"Austria","German Dem. Rep. (East Germany)"
"qualifier","wc_1966","1965-05-23  ","German Dem. Rep. (East Germany)",1,1,"Hungary",0,"0","Draw","Draw",TRUE,"German Dem. Rep. (East Germany)","Hungary"
"qualifier","wc_1966","1965-06-13  ","Austria",0,1,"Hungary",0,"0","Hungary","Austria",FALSE,NA,NA
"qualifier","wc_1966","1965-09-05  ","Hungary",3,0,"Austria",0,"0","Hungary","Austria",FALSE,NA,NA
"qualifier","wc_1966","1965-10-09  ","Hungary",3,2,"German Dem. Rep. (East Germany)",0,"0","Hungary","German Dem. Rep. (East Germany)",FALSE,NA,NA
"qualifier","wc_1966","1965-10-31  ","German Dem. Rep. (East Germany)",1,0,"Austria",0,"0","German Dem. Rep. (East Germany)","Austria",FALSE,NA,NA
"qualifier","wc_1966","1964-10-21  ","Denmark",1,0,"Wales",0,"0","Denmark","Wales",FALSE,NA,NA
"qualifier","wc_1966","1964-11-29  ","Greece",4,2,"Denmark",0,"0","Greece","Denmark",FALSE,NA,NA
"qualifier","wc_1966","1964-12-09  ","Greece",2,0,"Wales",0,"0","Greece","Wales",FALSE,NA,NA
"qualifier","wc_1966","1965-03-17  ","Wales",4,1,"Greece",0,"0","Wales","Greece",FALSE,NA,NA
"qualifier","wc_1966","1965-05-23  ","Russia/USSR",3,1,"Greece",0,"0","Russia/USSR","Greece",FALSE,NA,NA
"qualifier","wc_1966","1965-05-30  ","Russia/USSR",2,1,"Wales",0,"0","Russia/USSR","Wales",FALSE,NA,NA
"qualifier","wc_1966","1965-06-27  ","Russia/USSR",6,0,"Denmark",0,"0","Russia/USSR","Denmark",FALSE,NA,NA
"qualifier","wc_1966","1965-10-03  ","Greece",1,4,"Russia/USSR",0,"0","Russia/USSR","Greece",FALSE,NA,NA
"qualifier","wc_1966","1965-10-17  ","Denmark",1,3,"Russia/USSR",0,"0","Russia/USSR","Denmark",FALSE,NA,NA
"qualifier","wc_1966","1965-10-27  ","Denmark",1,1,"Greece",0,"0","Draw","Draw",TRUE,"Denmark","Greece"
"qualifier","wc_1966","1965-10-27  ","Wales",2,1,"Russia/USSR",0,"0","Wales","Russia/USSR",FALSE,NA,NA
"qualifier","wc_1966","1965-12-01  ","Wales",4,2,"Denmark",0,"0","Wales","Denmark",FALSE,NA,NA
"qualifier","wc_1966","1964-10-21  ","Scotland",3,1,"Finland",0,"0","Scotland","Finland",FALSE,NA,NA
"qualifier","wc_1966","1965-11-04  ","Italy",6,1,"Finland",0,"0","Italy","Finland",FALSE,NA,NA
"qualifier","wc_1966","1965-04-18  ","Poland",0,0,"Italy",0,"0","Draw","Draw",TRUE,"Poland","Italy"
"qualifier","wc_1966","1965-05-23  ","Poland",1,1,"Scotland",0,"0","Draw","Draw",TRUE,"Poland","Scotland"
"qualifier","wc_1966","1965-05-27  ","Finland",1,2,"Scotland",0,"0","Scotland","Finland",FALSE,NA,NA
"qualifier","wc_1966","1965-06-23  ","Finland",0,2,"Italy",0,"0","Italy","Finland",FALSE,NA,NA
"qualifier","wc_1966","1965-09-26  ","Finland",2,0,"Poland",0,"0","Finland","Poland",FALSE,NA,NA
"qualifier","wc_1966","1965-10-13  ","Scotland",1,2,"Poland",0,"0","Poland","Scotland",FALSE,NA,NA
"qualifier","wc_1966","1965-10-24  ","Poland",7,0,"Finland",0,"0","Poland","Finland",FALSE,NA,NA
"qualifier","wc_1966","1965-11-01  ","Italy",6,1,"Poland",0,"0","Italy","Poland",FALSE,NA,NA
"qualifier","wc_1966","1965-11-09  ","Scotland",1,0,"Italy",0,"0","Scotland","Italy",FALSE,NA,NA
"qualifier","wc_1966","1965-12-07  ","Italy",3,0,"Scotland",0,"0","Italy","Scotland",FALSE,NA,NA
"qualifier","wc_1966","1965-05-05  ","Ireland",1,0,"Spain",0,"0","Ireland","Spain",FALSE,NA,NA
"qualifier","wc_1966","1965-10-27  ","Spain",4,1,"Ireland",0,"0","Spain","Ireland",FALSE,NA,NA
"qualifier","wc_1966","1965-11-10  ","Spain",1,0,"Ireland",0,"0","Spain","Ireland",FALSE,NA,NA
"qualifier","wc_1966","1965-05-16  ","Peru",1,0,"Venezuela",0,"0","Peru","Venezuela",FALSE,NA,NA
"qualifier","wc_1966","1965-05-23  ","Uruguay",5,0,"Venezuela",0,"0","Uruguay","Venezuela",FALSE,NA,NA
"qualifier","wc_1966","1965-05-30  ","Venezuela",1,3,"Uruguay",0,"0","Uruguay","Venezuela",FALSE,NA,NA
"qualifier","wc_1966","1965-06-02  ","Venezuela",3,6,"Peru",0,"0","Peru","Venezuela",FALSE,NA,NA
"qualifier","wc_1966","1965-06-06  ","Peru",0,1,"Uruguay",0,"0","Uruguay","Peru",FALSE,NA,NA
"qualifier","wc_1966","1965-06-13  ","Uruguay",2,1,"Peru",0,"0","Uruguay","Peru",FALSE,NA,NA
"qualifier","wc_1966","1965-07-20  ","Colombia",0,1,"Ecuador",0,"0","Ecuador","Colombia",FALSE,NA,NA
"qualifier","wc_1966","1965-07-25  ","Ecuador",2,0,"Colombia",0,"0","Ecuador","Colombia",FALSE,NA,NA
"qualifier","wc_1966","1965-08-01  ","Chile",7,2,"Colombia",0,"0","Chile","Colombia",FALSE,NA,NA
"qualifier","wc_1966","1965-08-07  ","Colombia",2,0,"Chile",0,"0","Colombia","Chile",FALSE,NA,NA
"qualifier","wc_1966","1965-08-15  ","Ecuador",2,2,"Chile",0,"0","Draw","Draw",TRUE,"Ecuador","Chile"
"qualifier","wc_1966","1965-08-22  ","Chile",3,1,"Ecuador",0,"0","Chile","Ecuador",FALSE,NA,NA
"qualifier","wc_1966","1965-10-12  ","Chile",2,1,"Ecuador",0,"0","Chile","Ecuador",FALSE,NA,NA
"qualifier","wc_1966","1965-07-25  ","Paraguay",2,0,"Bolivia",0,"0","Paraguay","Bolivia",FALSE,NA,NA
"qualifier","wc_1966","1965-08-01  ","Argentina",3,0,"Paraguay",0,"0","Argentina","Paraguay",FALSE,NA,NA
"qualifier","wc_1966","1965-08-08  ","Paraguay",0,0,"Argentina",0,"0","Draw","Draw",TRUE,"Paraguay","Argentina"
"qualifier","wc_1966","1965-08-17  ","Argentina",4,1,"Bolivia",0,"0","Argentina","Bolivia",FALSE,NA,NA
"qualifier","wc_1966","1965-08-22  ","Bolivia",2,1,"Paraguay",0,"0","Bolivia","Paraguay",FALSE,NA,NA
"qualifier","wc_1966","1965-08-29  ","Bolivia",1,2,"Argentina",0,"0","Argentina","Bolivia",FALSE,NA,NA
"qualifier","wc_1966","1965-02-28  ","Honduras",0,1,"Mexico",0,"0","Mexico","Honduras",FALSE,NA,NA
"qualifier","wc_1966","1965-03-04  ","Mexico",3,0,"Honduras",0,"0","Mexico","Honduras",FALSE,NA,NA
"qualifier","wc_1966","1965-03-07  ","USA",2,2,"Mexico",0,"0","Draw","Draw",TRUE,"USA","Mexico"
"qualifier","wc_1966","1965-03-12  ","Mexico",2,0,"USA",0,"0","Mexico","USA",FALSE,NA,NA
"qualifier","wc_1966","1965-03-17  ","Honduras",0,1,"USA",0,"0","USA","Honduras",FALSE,NA,NA
"qualifier","wc_1966","1965-03-21  ","USA",1,1,"Honduras",0,"0","Draw","Draw",TRUE,"USA","Honduras"
"qualifier","wc_1966","1965-01-16  ","Jamaica",2,0,"Cuba",0,"0","Jamaica","Cuba",FALSE,NA,NA
"qualifier","wc_1966","1965-01-20  ","Antilles",1,1,"Cuba",0,"0","Draw","Draw",TRUE,"Antilles","Cuba"
"qualifier","wc_1966","1965-01-23  ","Jamaica",2,0,"Dutch Antilles",0,"0","Jamaica","Dutch Antilles",FALSE,NA,NA
"qualifier","wc_1966","1965-01-30  ","Cuba",0,1,"Dutch Antilles",0,"0","Dutch Antilles","Cuba",FALSE,NA,NA
"qualifier","wc_1966","1965-02-03  ","Antilles",0,0,"Jamaica",0,"0","Draw","Draw",TRUE,"Antilles","Jamaica"
"qualifier","wc_1966","1965-02-07  ","Cuba",2,1,"Jamaica",0,"0","Cuba","Jamaica",FALSE,NA,NA
"qualifier","wc_1966","1965-02-07  ","Trinidad and Tobago",4,1,"Surinam",0,"0","Trinidad and Tobago","Surinam",FALSE,NA,NA
"qualifier","wc_1966","1965-02-12  ","Costa Rica",1,0,"Surinam",0,"0","Costa Rica","Surinam",FALSE,NA,NA
"qualifier","wc_1966","1965-02-21  ","Costa Rica",4,0,"Trinidad and Tobago",0,"0","Costa Rica","Trinidad and Tobago",FALSE,NA,NA
"qualifier","wc_1966","1965-02-28  ","Surinam",1,3,"Costa Rica",0,"0","Costa Rica","Surinam",FALSE,NA,NA
"qualifier","wc_1966","1965-03-07  ","Trinidad and Tobago",0,1,"Costa Rica",0,"0","Costa Rica","Trinidad and Tobago",FALSE,NA,NA
"qualifier","wc_1966","1965-03-14  ","Surinam",6,1,"Trinidad and Tobago",0,"0","Surinam","Trinidad and Tobago",FALSE,NA,NA
"qualifier","wc_1966","1965-04-25  ","Costa Rica",0,0,"Mexico",0,"0","Draw","Draw",TRUE,"Costa Rica","Mexico"
"qualifier","wc_1966","1965-05-03  ","Jamaica",2,3,"Mexico",0,"0","Mexico","Jamaica",FALSE,NA,NA
"qualifier","wc_1966","1965-05-07  ","Mexico",8,0,"Jamaica",0,"0","Mexico","Jamaica",FALSE,NA,NA
"qualifier","wc_1966","1965-05-11  ","Costa Rica",7,0,"Jamaica",0,"0","Costa Rica","Jamaica",FALSE,NA,NA
"qualifier","wc_1966","1965-05-16  ","Mexico",1,0,"Costa Rica",0,"0","Mexico","Costa Rica",FALSE,NA,NA
"qualifier","wc_1966","1965-05-22  ","Jamaica",1,1,"Costa Rica",0,"0","Draw","Draw",TRUE,"Jamaica","Costa Rica"
"qualifier","wc_1966","1965-11-21  ","North Korea",6,1,"Australia",0,"0","North Korea","Australia",FALSE,NA,NA
"qualifier","wc_1966","1965-11-24  ","Australia",1,3,"North Korea",0,"0","North Korea","Australia",FALSE,NA,NA
"qualifier","wc_1970","1968-10-12  ","Switzerland",1,0,"Greece",0,"0","Switzerland","Greece",FALSE,NA,NA
"qualifier","wc_1970","1968-10-27  ","Portugal",3,0,"Romania",0,"0","Portugal","Romania",FALSE,NA,NA
"qualifier","wc_1970","1968-11-23  ","Romania",2,0,"Switzerland",0,"0","Romania","Switzerland",FALSE,NA,NA
"qualifier","wc_1970","1968-12-11  ","Greece",4,2,"Portugal",0,"0","Greece","Portugal",FALSE,NA,NA
"qualifier","wc_1970","1969-04-16  ","Portugal",0,2,"Switzerland",0,"0","Switzerland","Portugal",FALSE,NA,NA
"qualifier","wc_1970","1969-04-16  ","Greece",2,2,"Romania",0,"0","Draw","Draw",TRUE,"Greece","Romania"
"qualifier","wc_1970","1969-05-04  ","Portugal",2,2,"Greece",0,"0","Draw","Draw",TRUE,"Portugal","Greece"
"qualifier","wc_1970","1969-05-14  ","Switzerland",0,1,"Romania",0,"0","Romania","Switzerland",FALSE,NA,NA
"qualifier","wc_1970","1969-10-12  ","Romania",1,0,"Portugal",0,"0","Romania","Portugal",FALSE,NA,NA
"qualifier","wc_1970","1969-10-15  ","Greece",4,1,"Switzerland",0,"0","Greece","Switzerland",FALSE,NA,NA
"qualifier","wc_1970","1969-11-02  ","Switzerland",1,1,"Portugal",0,"0","Draw","Draw",TRUE,"Switzerland","Portugal"
"qualifier","wc_1970","1969-11-16  ","Romania",1,1,"Greece",0,"0","Draw","Draw",TRUE,"Romania","Greece"
"qualifier","wc_1970","1968-09-25  ","Denmark",0,3,"Czech Republic/CSFR",0,"0","Czech Republic/CSFR","Denmark",FALSE,NA,NA
"qualifier","wc_1970","1968-10-20  ","Czech Republic/CSFR",1,0,"Denmark",0,"0","Czech Republic/CSFR","Denmark",FALSE,NA,NA
"qualifier","wc_1970","1969-05-04  ","Ireland",1,2,"Czech Republic/CSFR",0,"0","Czech Republic/CSFR","Ireland",FALSE,NA,NA
"qualifier","wc_1970","1969-05-25  ","Hungary",2,0,"Czech Republic/CSFR",0,"0","Hungary","Czech Republic/CSFR",FALSE,NA,NA
"qualifier","wc_1970","1969-05-27  ","Denmark",2,0,"Ireland",0,"0","Denmark","Ireland",FALSE,NA,NA
"qualifier","wc_1970","1969-06-08  ","Ireland",1,2,"Hungary",0,"0","Hungary","Ireland",FALSE,NA,NA
"qualifier","wc_1970","1969-06-15  ","Denmark",3,2,"Hungary",0,"0","Denmark","Hungary",FALSE,NA,NA
"qualifier","wc_1970","1969-09-14  ","Czech Republic/CSFR",3,3,"Hungary",0,"0","Draw","Draw",TRUE,"Czech Republic/CSFR","Hungary"
"qualifier","wc_1970","1969-10-07  ","Czech Republic/CSFR",3,0,"Ireland",0,"0","Czech Republic/CSFR","Ireland",FALSE,NA,NA
"qualifier","wc_1970","1969-10-15  ","Ireland",1,1,"Denmark",0,"0","Draw","Draw",TRUE,"Ireland","Denmark"
"qualifier","wc_1970","1969-10-22  ","Hungary",3,0,"Denmark",0,"0","Hungary","Denmark",FALSE,NA,NA
"qualifier","wc_1970","1969-11-05  ","Hungary",4,0,"Ireland",0,"0","Hungary","Ireland",FALSE,NA,NA
"qualifier","wc_1970","1969-12-03  ","Czech Republic/CSFR",4,1,"Hungary",0,"0","Czech Republic/CSFR","Hungary",FALSE,NA,NA
"qualifier","wc_1970","1968-10-23  ","Wales",0,1,"Italy",0,"0","Italy","Wales",FALSE,NA,NA
"qualifier","wc_1970","1969-03-29  ","German Dem. Rep. (East Germany)",2,2,"Italy",0,"0","Draw","Draw",TRUE,"German Dem. Rep. (East Germany)","Italy"
"qualifier","wc_1970","1969-04-16  ","German Dem. Rep. (East Germany)",2,1,"Wales",0,"0","German Dem. Rep. (East Germany)","Wales",FALSE,NA,NA
"qualifier","wc_1970","1969-10-22  ","Wales",1,3,"German Dem. Rep. (East Germany)",0,"0","German Dem. Rep. (East Germany)","Wales",FALSE,NA,NA
"qualifier","wc_1970","1969-11-04  ","Italy",4,1,"Wales",0,"0","Italy","Wales",FALSE,NA,NA
"qualifier","wc_1970","1969-11-22  ","Italy",3,0,"German Dem. Rep. (East Germany)",0,"0","Italy","German Dem. Rep. (East Germany)",FALSE,NA,NA
"qualifier","wc_1970","1968-10-23  ","Northern Ireland",4,1,"Turkey",0,"0","Northern Ireland","Turkey",FALSE,NA,NA
"qualifier","wc_1970","1968-12-11  ","Turkey",0,3,"Northern Ireland",0,"0","Northern Ireland","Turkey",FALSE,NA,NA
"qualifier","wc_1970","1969-09-10  ","Northern Ireland",0,0,"Russia/USSR",0,"0","Draw","Draw",TRUE,"Northern Ireland","Russia/USSR"
"qualifier","wc_1970","1969-10-15  ","Russia/USSR",3,0,"Turkey",0,"0","Russia/USSR","Turkey",FALSE,NA,NA
"qualifier","wc_1970","1969-10-22  ","Russia/USSR",2,0,"Northern Ireland",0,"0","Russia/USSR","Northern Ireland",FALSE,NA,NA
"qualifier","wc_1970","1969-11-16  ","Turkey",1,3,"Russia/USSR",0,"0","Russia/USSR","Turkey",FALSE,NA,NA
"qualifier","wc_1970","1968-10-09  ","Sweden",5,0,"Norway",0,"0","Sweden","Norway",FALSE,NA,NA
"qualifier","wc_1970","1968-11-06  ","France",0,1,"Norway",0,"0","Norway","France",FALSE,NA,NA
"qualifier","wc_1970","1969-06-19  ","Norway",2,5,"Sweden",0,"0","Sweden","Norway",FALSE,NA,NA
"qualifier","wc_1970","1969-09-10  ","Norway",1,3,"France",0,"0","France","Norway",FALSE,NA,NA
"qualifier","wc_1970","1969-10-15  ","Sweden",2,0,"France",0,"0","Sweden","France",FALSE,NA,NA
"qualifier","wc_1970","1969-11-01  ","France",3,0,"Sweden",0,"0","France","Sweden",FALSE,NA,NA
"qualifier","wc_1970","1968-06-19  ","Finland",1,2,"Belgium",0,"0","Belgium","Finland",FALSE,NA,NA
"qualifier","wc_1970","1968-09-25  ","Serbia/Yugoslavia",9,1,"Finland",0,"0","Serbia/Yugoslavia","Finland",FALSE,NA,NA
"qualifier","wc_1970","1968-10-09  ","Belgium",6,1,"Finland",0,"0","Belgium","Finland",FALSE,NA,NA
"qualifier","wc_1970","1968-10-16  ","Belgium",3,0,"Serbia/Yugoslavia",0,"0","Belgium","Serbia/Yugoslavia",FALSE,NA,NA
"qualifier","wc_1970","1968-10-27  ","Serbia/Yugoslavia",0,0,"Spain",0,"0","Draw","Draw",TRUE,"Serbia/Yugoslavia","Spain"
"qualifier","wc_1970","1968-12-11  ","Spain",1,1,"Belgium",0,"0","Draw","Draw",TRUE,"Spain","Belgium"
"qualifier","wc_1970","1969-02-23  ","Belgium",2,1,"Spain",0,"0","Belgium","Spain",FALSE,NA,NA
"qualifier","wc_1970","1969-04-30  ","Spain",2,1,"Serbia/Yugoslavia",0,"0","Spain","Serbia/Yugoslavia",FALSE,NA,NA
"qualifier","wc_1970","1969-06-04  ","Finland",1,5,"Serbia/Yugoslavia",0,"0","Serbia/Yugoslavia","Finland",FALSE,NA,NA
"qualifier","wc_1970","1969-06-25  ","Finland",2,0,"Spain",0,"0","Finland","Spain",FALSE,NA,NA
"qualifier","wc_1970","1969-10-15  ","Spain",6,0,"Finland",0,"0","Spain","Finland",FALSE,NA,NA
"qualifier","wc_1970","1969-10-19  ","Serbia/Yugoslavia",4,0,"Belgium",0,"0","Serbia/Yugoslavia","Belgium",FALSE,NA,NA
"qualifier","wc_1970","1968-05-19  ","Austria",7,1,"Cyprus",0,"0","Austria","Cyprus",FALSE,NA,NA
"qualifier","wc_1970","1968-10-13  ","Austria",0,2,"Germany",0,"0","Germany","Austria",FALSE,NA,NA
"qualifier","wc_1970","1968-11-06  ","Scotland",2,1,"Austria",0,"0","Scotland","Austria",FALSE,NA,NA
"qualifier","wc_1970","1968-11-23  ","Cyprus",0,1,"Germany",0,"0","Germany","Cyprus",FALSE,NA,NA
"qualifier","wc_1970","1968-12-11  ","Cyprus",0,5,"Scotland",0,"0","Scotland","Cyprus",FALSE,NA,NA
"qualifier","wc_1970","1969-04-16  ","Scotland",1,1,"Germany",0,"0","Draw","Draw",TRUE,"Scotland","Germany"
"qualifier","wc_1970","1969-04-19  ","Cyprus",1,2,"Austria",0,"0","Austria","Cyprus",FALSE,NA,NA
"qualifier","wc_1970","1969-05-10  ","Germany",1,0,"Austria",0,"0","Germany","Austria",FALSE,NA,NA
"qualifier","wc_1970","1969-05-17  ","Scotland",8,0,"Cyprus",0,"0","Scotland","Cyprus",FALSE,NA,NA
"qualifier","wc_1970","1969-05-21  ","Germany",12,0,"Cyprus",0,"0","Germany","Cyprus",FALSE,NA,NA
"qualifier","wc_1970","1969-10-22  ","Germany",3,2,"Scotland",0,"0","Germany","Scotland",FALSE,NA,NA
"qualifier","wc_1970","1969-11-05  ","Austria",2,0,"Scotland",0,"0","Austria","Scotland",FALSE,NA,NA
"qualifier","wc_1970","1968-09-04  ","Luxembourg",0,2,"Netherlands",0,"0","Netherlands","Luxembourg",FALSE,NA,NA
"qualifier","wc_1970","1968-10-27  ","Bulgaria",2,0,"Netherlands",0,"0","Bulgaria","Netherlands",FALSE,NA,NA
"qualifier","wc_1970","1969-03-26  ","Netherlands",4,0,"Luxembourg",0,"0","Netherlands","Luxembourg",FALSE,NA,NA
"qualifier","wc_1970","1969-04-20  ","Poland",8,1,"Luxembourg",0,"0","Poland","Luxembourg",FALSE,NA,NA
"qualifier","wc_1970","1969-04-23  ","Bulgaria",2,1,"Luxembourg",0,"0","Bulgaria","Luxembourg",FALSE,NA,NA
"qualifier","wc_1970","1969-05-07  ","Netherlands",1,0,"Poland",0,"0","Netherlands","Poland",FALSE,NA,NA
"qualifier","wc_1970","1969-06-15  ","Bulgaria",4,1,"Poland",0,"0","Bulgaria","Poland",FALSE,NA,NA
"qualifier","wc_1970","1969-09-07  ","Poland",2,1,"Netherlands",0,"0","Poland","Netherlands",FALSE,NA,NA
"qualifier","wc_1970","1969-10-12  ","Luxembourg",1,5,"Poland",0,"0","Poland","Luxembourg",FALSE,NA,NA
"qualifier","wc_1970","1969-10-22  ","Netherlands",1,1,"Bulgaria",0,"0","Draw","Draw",TRUE,"Netherlands","Bulgaria"
"qualifier","wc_1970","1969-11-09  ","Poland",3,0,"Bulgaria",0,"0","Poland","Bulgaria",FALSE,NA,NA
"qualifier","wc_1970","1969-12-07  ","Luxembourg",1,3,"Bulgaria",0,"0","Bulgaria","Luxembourg",FALSE,NA,NA
"qualifier","wc_1970","1969-07-27  ","Bolivia",3,1,"Argentina",0,"0","Bolivia","Argentina",FALSE,NA,NA
"qualifier","wc_1970","1969-08-03  ","Peru",1,0,"Argentina",0,"0","Peru","Argentina",FALSE,NA,NA
"qualifier","wc_1970","1969-08-10  ","Bolivia",2,1,"Peru",0,"0","Bolivia","Peru",FALSE,NA,NA
"qualifier","wc_1970","1969-08-17  ","Peru",3,0,"Bolivia",0,"0","Peru","Bolivia",FALSE,NA,NA
"qualifier","wc_1970","1969-08-24  ","Argentina",1,0,"Bolivia",0,"0","Argentina","Bolivia",FALSE,NA,NA
"qualifier","wc_1970","1969-08-31  ","Argentina",2,2,"Peru",0,"0","Draw","Draw",TRUE,"Argentina","Peru"
"qualifier","wc_1970","1969-07-27  ","Colombia",3,0,"Venezuela",0,"0","Colombia","Venezuela",FALSE,NA,NA
"qualifier","wc_1970","1969-08-02  ","Venezuela",1,1,"Colombia",0,"0","Draw","Draw",TRUE,"Venezuela","Colombia"
"qualifier","wc_1970","1969-08-06  ","Venezuela",0,2,"Paraguay",0,"0","Paraguay","Venezuela",FALSE,NA,NA
"qualifier","wc_1970","1969-08-06  ","Colombia",0,2,"Brazil",0,"0","Brazil","Colombia",FALSE,NA,NA
"qualifier","wc_1970","1969-08-10  ","Venezuela",0,5,"Brazil",0,"0","Brazil","Venezuela",FALSE,NA,NA
"qualifier","wc_1970","1969-08-10  ","Colombia",0,1,"Paraguay",0,"0","Paraguay","Colombia",FALSE,NA,NA
"qualifier","wc_1970","1969-08-17  ","Paraguay",0,3,"Brazil",0,"0","Brazil","Paraguay",FALSE,NA,NA
"qualifier","wc_1970","1969-08-21  ","Brazil",6,2,"Colombia",0,"0","Brazil","Colombia",FALSE,NA,NA
